title;artist;album;isrc;addedDate;addedBy;duration;url
Stepdad;Eminem;"Music To Be Murdered By";USUM72000792;;;15s;http://www.tidal.com/track/128449042
Stepdad;Eminem;"Music To Be Murdered By";USUM72000793;;;213s;http://www.tidal.com/track/128449044
Marsh;Eminem;"Music To Be Murdered By";USUM72000794;;;201s;http://www.tidal.com/track/128449048
"Never Love Again";Eminem;"Music To Be Murdered By";USUM72000795;;;178s;http://www.tidal.com/track/128449050
"Little Engine";Eminem;"Music To Be Murdered By";USUM72000796;;;177s;http://www.tidal.com/track/128449055
"Lock It Up";"Eminem, Anderson .Paak";"Music To Be Murdered By";USUM72000797;;;170s;http://www.tidal.com/track/128449056
Farewell;Eminem;"Music To Be Murdered By";USUM72000798;;;248s;http://www.tidal.com/track/128449057
"No Regrets";"Eminem, Don Toliver";"Music To Be Murdered By";USUM72000799;;;201s;http://www.tidal.com/track/128449058
"I Will";"Eminem, Kxng Crooked, Royce Da 5'9"", Joell Ortiz";"Music To Be Murdered By";USUM72000800;;;303s;http://www.tidal.com/track/128449059
Alfred;Eminem;"Music To Be Murdered By";USUM72000801;;;39s;http://www.tidal.com/track/128449060
Drown;"Theory Of A Deadman";Savages;NLA321400125;;;222s;http://www.tidal.com/track/32301555
Blow;"Theory Of A Deadman";Savages;NLA321400222;;;216s;http://www.tidal.com/track/32301556
"Savages (feat. Alice Cooper)";"Theory Of A Deadman, Alice Cooper";Savages;NLA321400205;;;213s;http://www.tidal.com/track/32301557
"Misery of Mankind";"Theory Of A Deadman";Savages;NLA321400213;;;204s;http://www.tidal.com/track/32301558
"Salt in the Wound";"Theory Of A Deadman";Savages;NLA321400223;;;218s;http://www.tidal.com/track/32301559
Angel;"Theory Of A Deadman";Savages;NLA321400207;;;202s;http://www.tidal.com/track/32301560
Heavy;"Theory Of A Deadman";Savages;NLA321400224;;;183s;http://www.tidal.com/track/32301561
"Panic Room";"Theory Of A Deadman";Savages;NLA321400216;;;194s;http://www.tidal.com/track/32301562
"The One";"Theory Of A Deadman";Savages;NLA321400225;;;238s;http://www.tidal.com/track/32301563
"Livin' My Life Like a Country Song (feat. Joe Don Rooney of Rascal Flatts)";"Theory Of A Deadman, jon Don Rooney";Savages;NLA321400218;;;200s;http://www.tidal.com/track/32301564
"World War Me";"Theory Of A Deadman";Savages;NLA321400219;;;195s;http://www.tidal.com/track/32301565
"In Ruins";"Theory Of A Deadman";Savages;NLA321400220;;;199s;http://www.tidal.com/track/32301566
"The Sun Has Set on Me";"Theory Of A Deadman";Savages;NLA321400221;;;321s;http://www.tidal.com/track/32301567
Evodem;"Kobra And The Lotus";Evolution;ATN261987212;;;54s;http://www.tidal.com/track/116001821
Evolution;"Kobra And The Lotus";Evolution;ATN261987213;;;277s;http://www.tidal.com/track/116001822
Burn!;"Kobra And The Lotus";Evolution;ATN261987201;;;165s;http://www.tidal.com/track/116001823
"We Come Undone";"Kobra And The Lotus";Evolution;ATN261987205;;;222s;http://www.tidal.com/track/116001824
Wounds;"Kobra And The Lotus";Evolution;ATN261987208;;;227s;http://www.tidal.com/track/116001825
Thundersmith;"Kobra And The Lotus";Evolution;ATN261987202;;;221s;http://www.tidal.com/track/116001826
Circus;"Kobra And The Lotus";Evolution;ATN261987203;;;222s;http://www.tidal.com/track/116001827
"Wash Away";"Kobra And The Lotus";Evolution;ATN261987207;;;308s;http://www.tidal.com/track/116001828
Liar;"Kobra And The Lotus";Evolution;ATN261987206;;;212s;http://www.tidal.com/track/116001829
"Get the F*ck out of Here";"Kobra And The Lotus";Evolution;ATN261987210;;;203s;http://www.tidal.com/track/116001830
"In the End";"Kobra And The Lotus";Evolution;ATN261987209;;;305s;http://www.tidal.com/track/116001831
"Chromatica I";"Lady Gaga";Chromatica;USUM72004292;;;60s;http://www.tidal.com/track/143020723
Alice;"Lady Gaga";Chromatica;USUM72004300;;;178s;http://www.tidal.com/track/143020724
"Stupid Love";"Lady Gaga";Chromatica;USUM71917357;;;194s;http://www.tidal.com/track/143020725
"Rain On Me";"Lady Gaga, Ariana Grande";Chromatica;USUM72004304;;;182s;http://www.tidal.com/track/143020726
"Free Woman";"Lady Gaga";Chromatica;USUM72004301;;;191s;http://www.tidal.com/track/143020727
"Fun Tonight";"Lady Gaga";Chromatica;USUM72004302;;;173s;http://www.tidal.com/track/143020730
"Chromatica II";"Lady Gaga";Chromatica;USUM72004303;;;42s;http://www.tidal.com/track/143020731
911;"Lady Gaga";Chromatica;USUM72004307;;;172s;http://www.tidal.com/track/143020732
"Plastic Doll";"Lady Gaga";Chromatica;USUM72004305;;;222s;http://www.tidal.com/track/143020733
"Sour Candy";"Lady Gaga, BLACKPINK";Chromatica;USUM72004306;;;158s;http://www.tidal.com/track/143020734
Enigma;"Lady Gaga";Chromatica;USUM72004310;;;180s;http://www.tidal.com/track/143020735
Replay;"Lady Gaga";Chromatica;USUM72004309;;;187s;http://www.tidal.com/track/143020736
"Chromatica III";"Lady Gaga";Chromatica;USUM72004311;;;28s;http://www.tidal.com/track/143020737
"Sine From Above";"Lady Gaga, Elton John";Chromatica;USUM72004312;;;245s;http://www.tidal.com/track/143020738
"1000 Doves";"Lady Gaga";Chromatica;USUM72004314;;;216s;http://www.tidal.com/track/143020739
Babylon;"Lady Gaga";Chromatica;USUM72004313;;;162s;http://www.tidal.com/track/143020740
"The Legend of Zelda";"Tina Guo";"Game On!";USSM11609921;;;360s;http://www.tidal.com/track/69632658
"Final Fantasy VII";"Tina Guo";"Game On!";USSM11609917;;;394s;http://www.tidal.com/track/69632659
"Chrono Trigger";"Tina Guo";"Game On!";USSM11609925;;;171s;http://www.tidal.com/track/69632660
"World of Warcraft";"Tina Guo";"Game On!";USSM11609927;;;303s;http://www.tidal.com/track/69632661
Skyrim;"Tina Guo";"Game On!";USSM11609918;;;223s;http://www.tidal.com/track/69632662
"Uncharted: Nate's Theme";"Tina Guo";"Game On!";USSM11609920;;;191s;http://www.tidal.com/track/69632663
"Super Mario Bros.";"Tina Guo";"Game On!";USSM11609919;;;230s;http://www.tidal.com/track/69632664
Pokémon;"Tina Guo";"Game On!";USSM11609930;;;184s;http://www.tidal.com/track/69632665
Journey;"Tina Guo";"Game On!";USSM11609924;;;309s;http://www.tidal.com/track/69632666
"The Witcher 3: Wild Hunt (feat. Einar Selvik)";"Tina Guo, Einar Selvik";"Game On!";USSM11609929;;;168s;http://www.tidal.com/track/69632667
Halo;"Tina Guo";"Game On!";USSM11609928;;;253s;http://www.tidal.com/track/69632668
"Metal Gear Solid";"Tina Guo";"Game On!";USSM11609922;;;265s;http://www.tidal.com/track/69632669
"Call of Duty: Modern Warfare 2";"Tina Guo";"Game On!";USSM11609926;;;231s;http://www.tidal.com/track/69632670
Tetris;"Tina Guo";"Game On!";USSM11609923;;;254s;http://www.tidal.com/track/69632671
"The Surrey with the Fringe on Top";"Joshua Redman";"Back East";USNO10600976;;;313s;http://www.tidal.com/track/404701
"East of the Sun (And West of the Sun)";"Joshua Redman";"Back East";USNO10600977;;;335s;http://www.tidal.com/track/404702
Zarafah;"Joshua Redman";"Back East";USNO10600978;;;478s;http://www.tidal.com/track/404703
"Indian Song";"Joshua Redman";"Back East";USNO10600979;;;371s;http://www.tidal.com/track/404704
"I'm an Old Cowhand";"Joshua Redman";"Back East";USNO10600980;;;367s;http://www.tidal.com/track/404705
"Wagon Wheels";"Joshua Redman";"Back East";USNO10600981;;;358s;http://www.tidal.com/track/404706
"Back East";"Joshua Redman";"Back East";USNO10600982;;;401s;http://www.tidal.com/track/404707
"Mantra #5";"Joshua Redman";"Back East";USNO10600983;;;370s;http://www.tidal.com/track/404708
Indonesia;"Joshua Redman";"Back East";USNO10600984;;;281s;http://www.tidal.com/track/404709
India;"Joshua Redman";"Back East";USNO10600985;;;294s;http://www.tidal.com/track/404710
GJ;"Joshua Redman";"Back East";USNO10600986;;;220s;http://www.tidal.com/track/404711
Uncharted;"Joshua Redman";Compass;USNO10807814;;;126s;http://www.tidal.com/track/2199688
Faraway;"Joshua Redman";Compass;USNO10807815;;;404s;http://www.tidal.com/track/2199689
"Identity Thief";"Joshua Redman";Compass;USNO10807816;;;399s;http://www.tidal.com/track/2199690
"Just Like You";"Joshua Redman";Compass;USNO10807817;;;451s;http://www.tidal.com/track/2199691
"Hutchhiker's Guide";"Joshua Redman";Compass;USNO10807818;;;348s;http://www.tidal.com/track/2199692
Ghost;"Joshua Redman";Compass;USNO10807819;;;219s;http://www.tidal.com/track/2199693
Insomnomaniac;"Joshua Redman";Compass;USNO10807820;;;520s;http://www.tidal.com/track/2199694
Moonlight;"Joshua Redman";Compass;USNO10807821;;;303s;http://www.tidal.com/track/2199695
"Un Peu Fou";"Joshua Redman";Compass;USNO10807822;;;305s;http://www.tidal.com/track/2199696
March;"Joshua Redman";Compass;USNO10807823;;;203s;http://www.tidal.com/track/2199697
"Round Reuben";"Joshua Redman";Compass;USNO10807824;;;387s;http://www.tidal.com/track/2199698
"Little Ditty";"Joshua Redman";Compass;USNO10807825;;;511s;http://www.tidal.com/track/2199699
"Through the Valley";"Joshua Redman";Compass;USNO10807826;;;180s;http://www.tidal.com/track/2199700
Coax;"Joshua Redman, Aaron Parks, Matt Penman, Eric Harland";"James Farm: Joshua Redman, Aaron Parks, Matt Penman, Eric Harland";USNO11100050;;;431s;http://www.tidal.com/track/6288690
Polliwog;"Joshua Redman, Aaron Parks, Matt Penman, Eric Harland";"James Farm: Joshua Redman, Aaron Parks, Matt Penman, Eric Harland";USNO11100051;;;502s;http://www.tidal.com/track/6288691
Bijou;"Joshua Redman, Aaron Parks, Matt Penman, Eric Harland";"James Farm: Joshua Redman, Aaron Parks, Matt Penman, Eric Harland";USNO11100052;;;258s;http://www.tidal.com/track/6288692
Chronos;"Joshua Redman, Aaron Parks, Matt Penman, Eric Harland";"James Farm: Joshua Redman, Aaron Parks, Matt Penman, Eric Harland";USNO11100053;;;538s;http://www.tidal.com/track/6288693
"Star Crossed";"Joshua Redman, Aaron Parks, Matt Penman, Eric Harland";"James Farm: Joshua Redman, Aaron Parks, Matt Penman, Eric Harland";USNO11100054;;;436s;http://www.tidal.com/track/6288694
1981;"Joshua Redman, Aaron Parks, Matt Penman, Eric Harland";"James Farm: Joshua Redman, Aaron Parks, Matt Penman, Eric Harland";USNO11100055;;;531s;http://www.tidal.com/track/6288695
I-10;"Joshua Redman, Aaron Parks, Matt Penman, Eric Harland";"James Farm: Joshua Redman, Aaron Parks, Matt Penman, Eric Harland";USNO11100056;;;272s;http://www.tidal.com/track/6288696
Unravel;"Joshua Redman, Aaron Parks, Matt Penman, Eric Harland";"James Farm: Joshua Redman, Aaron Parks, Matt Penman, Eric Harland";USNO11100057;;;353s;http://www.tidal.com/track/6288697
"If by Air";"Joshua Redman, Aaron Parks, Matt Penman, Eric Harland";"James Farm: Joshua Redman, Aaron Parks, Matt Penman, Eric Harland";USNO11100058;;;396s;http://www.tidal.com/track/6288698
"Low Fives";"Joshua Redman, Aaron Parks, Matt Penman, Eric Harland";"James Farm: Joshua Redman, Aaron Parks, Matt Penman, Eric Harland";USNO11100059;;;421s;http://www.tidal.com/track/6288699
"The Folks Who Live on the Hill";"Joshua Redman";"Walking Shadows";USNO11300157;;;239s;http://www.tidal.com/track/68594121
"Lush Life";"Joshua Redman";"Walking Shadows";USNO11300158;;;404s;http://www.tidal.com/track/68594122
"Stop This Train";"Joshua Redman";"Walking Shadows";USNO11300159;;;284s;http://www.tidal.com/track/68594123
Adagio;"Joshua Redman";"Walking Shadows";USNO11300160;;;196s;http://www.tidal.com/track/68594124
"Easy Living";"Joshua Redman";"Walking Shadows";USNO11300161;;;334s;http://www.tidal.com/track/68594125
"Doll Is Mine";"Joshua Redman";"Walking Shadows";USNO11300162;;;355s;http://www.tidal.com/track/68594126
"Infant Eyes";"Joshua Redman";"Walking Shadows";USNO11300163;;;305s;http://www.tidal.com/track/68594127
"Let It Be";"Joshua Redman";"Walking Shadows";USNO11300164;;;316s;http://www.tidal.com/track/68594128
"Final Hour";"Joshua Redman";"Walking Shadows";USNO11300165;;;166s;http://www.tidal.com/track/68594129
"Last Glimpse of Gotham";"Joshua Redman";"Walking Shadows";USNO11300166;;;206s;http://www.tidal.com/track/68594130
Stardust;"Joshua Redman";"Walking Shadows";USNO11300167;;;351s;http://www.tidal.com/track/68594131
"Let Me Down Easy";"Joshua Redman";"Walking Shadows";USNO11300168;;;296s;http://www.tidal.com/track/68594132
"Two Steps";"Joshua Redman, Aaron Parks, Matt Penman, Eric Harland";"City Folk";USNO11400694;;;306s;http://www.tidal.com/track/68590167
Unknown;"Joshua Redman, Aaron Parks, Matt Penman, Eric Harland";"City Folk";USNO11400695;;;426s;http://www.tidal.com/track/68590168
"North Star";"Joshua Redman, Aaron Parks, Matt Penman, Eric Harland";"City Folk";USNO11400696;;;476s;http://www.tidal.com/track/68590169
"Mr. E";"Joshua Redman, Aaron Parks, Matt Penman, Eric Harland";"City Folk";USNO11400697;;;537s;http://www.tidal.com/track/68590170
Farms;"Joshua Redman, Aaron Parks, Matt Penman, Eric Harland";"City Folk";USNO11400698;;;277s;http://www.tidal.com/track/68590171
Otherwise;"Joshua Redman, Aaron Parks, Matt Penman, Eric Harland";"City Folk";USNO11400699;;;399s;http://www.tidal.com/track/68590172
"Jury's Out";"Joshua Redman, Aaron Parks, Matt Penman, Eric Harland";"City Folk";USNO11400700;;;334s;http://www.tidal.com/track/68590173
Aspirin;"Joshua Redman, Aaron Parks, Matt Penman, Eric Harland";"City Folk";USNO11400701;;;458s;http://www.tidal.com/track/68590174
"City Folk";"Joshua Redman, Aaron Parks, Matt Penman, Eric Harland";"City Folk";USNO11400702;;;423s;http://www.tidal.com/track/68590175
"What Remains";"Joshua Redman, Aaron Parks, Matt Penman, Eric Harland";"City Folk";USNO11400703;;;207s;http://www.tidal.com/track/68590176
"African Venus";"Dewey Redman, Joshua Redman";"African Venus";JPI291173001;;;565s;http://www.tidal.com/track/46329647
"Venus and Mars";"Dewey Redman, Joshua Redman";"African Venus";JPI291173002;;;469s;http://www.tidal.com/track/46329648
"Mr. Sandman";"Dewey Redman, Joshua Redman";"African Venus";JPI291173003;;;415s;http://www.tidal.com/track/46329649
"Echo Prayer";"Dewey Redman, Joshua Redman";"African Venus";JPI291173004;;;356s;http://www.tidal.com/track/46329650
"Satin Doll";"Dewey Redman, Joshua Redman";"African Venus";JPI291173005;;;504s;http://www.tidal.com/track/46329651
"Take the 'A' Train";"Dewey Redman, Joshua Redman";"African Venus";JPI291173006;;;465s;http://www.tidal.com/track/46329652
"The Turne Around";"Dewey Redman, Joshua Redman";"African Venus";JPI291173007;;;389s;http://www.tidal.com/track/46329653
"As This Moment Slips Away";"Joshua Redman, The Bad Plus";"The Bad Plus Joshua Redman";USNO11500133;;;413s;http://www.tidal.com/track/68587701
"Beauty Has It Hard";"Joshua Redman, The Bad Plus";"The Bad Plus Joshua Redman";USNO11500134;;;421s;http://www.tidal.com/track/68587702
"County Seat";"Joshua Redman, The Bad Plus";"The Bad Plus Joshua Redman";USNO11500135;;;183s;http://www.tidal.com/track/68587703
"The Mending";"Joshua Redman, The Bad Plus";"The Bad Plus Joshua Redman";USNO11500136;;;251s;http://www.tidal.com/track/68587704
"Dirty Blonde";"Joshua Redman, The Bad Plus";"The Bad Plus Joshua Redman";USNO11500137;;;332s;http://www.tidal.com/track/68587705
"Faith Through Error";"Joshua Redman, The Bad Plus";"The Bad Plus Joshua Redman";USNO11500138;;;198s;http://www.tidal.com/track/68587706
"Lack the Faith but Not the Wine";"Joshua Redman, The Bad Plus";"The Bad Plus Joshua Redman";USNO11500139;;;433s;http://www.tidal.com/track/68587707
"Friend or Foe";"Joshua Redman, The Bad Plus";"The Bad Plus Joshua Redman";USNO11500140;;;516s;http://www.tidal.com/track/68587708
"Silence Is the Question";"Joshua Redman, The Bad Plus";"The Bad Plus Joshua Redman";USNO11500141;;;811s;http://www.tidal.com/track/68587709
Ornithology;"Joshua Redman, Brad Mehldau";Nearness;USNO11600263;;;520s;http://www.tidal.com/track/68585751
"Always August";"Joshua Redman, Brad Mehldau";Nearness;USNO11600264;;;658s;http://www.tidal.com/track/68585752
"In Walked Bud";"Joshua Redman, Brad Mehldau";Nearness;USNO11600265;;;598s;http://www.tidal.com/track/68585753
"Mehlsancholy Mode";"Joshua Redman, Brad Mehldau";Nearness;USNO11600266;;;760s;http://www.tidal.com/track/68585754
"The Nearness of You";"Joshua Redman, Brad Mehldau";Nearness;USNO11600267;;;1007s;http://www.tidal.com/track/68585755
"Old West";"Joshua Redman, Brad Mehldau";Nearness;USNO11600268;;;880s;http://www.tidal.com/track/68585756
"New Year (feat. Ron Miles, Scott Colley & Brian Blade)";"Joshua Redman, Brian Blade, Ron Miles, Scott Colley";"Still Dreaming (feat. Ron Miles, Scott Colley & Brian Blade)";USNO11700586;;;397s;http://www.tidal.com/track/88811068
"Unanimity (feat. Ron Miles, Scott Colley & Brian Blade)";"Joshua Redman, Brian Blade, Ron Miles, Scott Colley";"Still Dreaming (feat. Ron Miles, Scott Colley & Brian Blade)";USNO11700587;;;309s;http://www.tidal.com/track/88811069
"Haze and Aspirations (feat. Ron Miles, Scott Colley & Brian Blade)";"Joshua Redman, Brian Blade, Ron Miles, Scott Colley";"Still Dreaming (feat. Ron Miles, Scott Colley & Brian Blade)";USNO11700588;;;358s;http://www.tidal.com/track/88811070
"It's Not the Same (feat. Ron Miles, Scott Colley & Brian Blade)";"Joshua Redman, Brian Blade, Ron Miles, Scott Colley";"Still Dreaming (feat. Ron Miles, Scott Colley & Brian Blade)";USNO11700589;;;166s;http://www.tidal.com/track/88811071
"Blues for Charlie (feat. Ron Miles, Scott Colley & Brian Blade)";"Joshua Redman, Brian Blade, Ron Miles, Scott Colley";"Still Dreaming (feat. Ron Miles, Scott Colley & Brian Blade)";USNO11700590;;;411s;http://www.tidal.com/track/88811072
"Playing (feat. Ron Miles, Scott Colley & Brian Blade)";"Joshua Redman, Brian Blade, Ron Miles, Scott Colley";"Still Dreaming (feat. Ron Miles, Scott Colley & Brian Blade)";USNO11700591;;;198s;http://www.tidal.com/track/88811073
"Comme Il Faut (feat. Ron Miles, Scott Colley & Brian Blade)";"Joshua Redman, Brian Blade, Ron Miles, Scott Colley";"Still Dreaming (feat. Ron Miles, Scott Colley & Brian Blade)";USNO11700592;;;207s;http://www.tidal.com/track/88811074
"The Rest (feat. Ron Miles, Scott Colley & Brian Blade)";"Joshua Redman, Brian Blade, Ron Miles, Scott Colley";"Still Dreaming (feat. Ron Miles, Scott Colley & Brian Blade)";USNO11700593;;;356s;http://www.tidal.com/track/88811075
"Circle of Life";"Joshua Redman";"Come What May";USNO11800775;;;415s;http://www.tidal.com/track/105875793
"I'll Go Mine";"Joshua Redman";"Come What May";USNO11800776;;;434s;http://www.tidal.com/track/105875794
"Come What May";"Joshua Redman";"Come What May";USNO11800777;;;407s;http://www.tidal.com/track/105875795
"How We Do";"Joshua Redman";"Come What May";USNO11800778;;;213s;http://www.tidal.com/track/105875796
DGAF;"Joshua Redman";"Come What May";USNO11800779;;;289s;http://www.tidal.com/track/105875806
"Stagger Bear";"Joshua Redman";"Come What May";USNO11800780;;;364s;http://www.tidal.com/track/105875807
Vast;"Joshua Redman";"Come What May";USNO11800781;;;469s;http://www.tidal.com/track/105875808
"Flash (with Scott Colley & Satoshi Takeishi)";"Joshua Redman, Brooklyn Rider, Satoshi Takeishi, Scott Colley";"Sun on Sand (with Scott Colley & Satoshi Takeishi)";USNO11600069;;;284s;http://www.tidal.com/track/116964475
